family,dataset,seed,method,model_id,mrr,hits_at_1,hits_at_5,hits_at_10,hits_at_100,hits_at_100_e2e,ndcg
roberta_oof,abt_buy,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9325757575757576,0.8766233766233766,1.0,1.0,1.0,1.0,0.9488371249816635
roberta_oof,abt_buy,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9677489177489177,0.9415584415584416,1.0,1.0,1.0,1.0,0.975198548036187
roberta_oof,abt_buy,20260727,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9774891774891775,0.961038961038961,1.0,1.0,1.0,1.0,0.9823882281614182
roberta_oof,amazon_google,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.934307710814387,0.8895705521472392,0.9938650306748467,0.9938650306748467,1.0,1.0,0.9515029058712756
roberta_oof,amazon_google,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9235685071574642,0.8650306748466258,0.9877300613496932,1.0,1.0,1.0,0.9424490380054803
roberta_oof,amazon_google,20260727,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9254163014899212,0.8773006134969326,0.9877300613496932,1.0,1.0,1.0,0.9433898250880338
roberta_oof,link_lives_release2,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9378067543354864,0.8863210493441599,0.9968769519050593,0.9984384759525297,1.0,0.9852307692307692,0.9537025173997599
roberta_oof,link_lives_release2,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.951434858279765,0.910368519675203,0.9975015615240475,0.9993753903810119,1.0,0.9852307692307692,0.9638827139145145
roberta_oof,link_lives_release2,20260727,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9415157193420779,0.8916302311055591,0.9981261711430356,0.9990630855715178,1.0,0.9852307692307692,0.9565332008278707
roberta_oof,walmart_amazon,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9742366412213741,0.9541984732824428,0.9923664122137404,1.0,1.0,1.0,0.9779121475376
roberta_oof,walmart_amazon,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9591057797164667,0.9312977099236641,0.9923664122137404,1.0,1.0,1.0,0.9674371577324977
roberta_oof,walmart_amazon,20260727,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.9662849872773537,0.9465648854961832,0.9923664122137404,0.9923664122137404,1.0,1.0,0.9717150638256171
roberta_oof,wdc_80_medium_seen,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.8379244177268798,0.7635270541082164,0.9418837675350702,0.9799599198396793,1.0,0.998,0.8762954270808239
roberta_oof,wdc_80_medium_seen,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.8485831957544906,0.7855711422845691,0.9338677354709419,0.9799599198396793,1.0,0.998,0.8841036038393509
roberta_oof,wdc_80_medium_seen,20260727,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.8334560633045085,0.7695390781563126,0.9158316633266533,0.9799599198396793,1.0,0.998,0.872166926543228
roberta_oof,wdc_80_medium_unseen,20260725,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.8638602308393236,0.7951807228915663,0.9477911646586346,0.9939759036144579,1.0,0.996,0.8966325852159611
roberta_oof,wdc_80_medium_unseen,20260726,hef_gbdt_with_e5_plus_tuned_roberta,FacebookAI/roberta-base,0.8658841214564106,0.7971887550200804,0.9497991967871486,0.9899598393574297,1.0,0.996,0.8981051208083585
